"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"File.Edit","i","","180","1693077126816","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"181","1693077126816","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","p","","181","1693077126930","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"182","1693077126930","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","308","1693077129748","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"309","1693077129748","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","p","","309","1693077130071","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"310","1693077130072","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit","","loatTip","175","1693077130076","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","175","1693077130077","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","","269","1693077130076","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","BOTH",,,,,,
"File.Edit"," ","","305","1693077130076","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","175","1693077130076","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","loatTip","","175","1693077130077","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","310","1693077130169","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","310","1693077130170","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"311","1693077130172","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","311","1693077130261","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"312","1693077130264","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"X-Action","Choose Lookup Item Replace",,,"1693077130750","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","Person","","312","1693077130756","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",".","","318","1693077131004","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"319","1693077131004","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,".",,,,,
"File.Edit"," ","","319","1693077131008","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","319","1693077131213","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","f","","319","1693077131214","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"320","1693077131216","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","o","","320","1693077131322","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"321","1693077131325","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","r","","321","1693077131422","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"322","1693077131424","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"X-Action","Choose Lookup Item Replace",,,"1693077131846","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","__","","319","1693077131850","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","mat__","","324","1693077131851","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","(","","329","1693077131855","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","330","1693077131856","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Right",,,"1693077333553","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693077334033","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Backspace",,,"1693077334361","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","331","1693077334363","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077334849","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",")","331","1693077334850","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077334882","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","(","329","1693077334883","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077334914","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","328","1693077334914","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077334946","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","327","1693077334948","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077334979","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","326","1693077334980","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335011","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","325","1693077335012","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335044","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","m","324","1693077335044","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335075","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","323","1693077335076","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335108","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","322","1693077335108","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335140","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","f","321","1693077335141","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335173","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","320","1693077335173","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335205","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","319","1693077335206","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335237","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",".","318","1693077335238","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335271","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","317","1693077335272","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335486","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","316","1693077335488","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335622","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","315","1693077335623","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335743","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","314","1693077335743","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335855","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","313","1693077335856","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077335973","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","P","312","1693077335974","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077336094","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","311","1693077336095","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077336230","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","310","1693077336231","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077336336","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","309","1693077336337","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077336445","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","308","1693077336448","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077336729","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","+","307","1693077336730","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077337137","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","306","1693077337139","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077337881","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","'","305","1693077337882","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","%","","305","1693077340562","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","%",,"306","1693077340562","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"%",,,,,
"File.Edit",".","","306","1693077342172","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"307","1693077342172","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,".",,,,,
"File.Edit"," ","","307","1693077342180","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","307","1693077342694","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","2","","307","1693077342695","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","2",,"308","1693077342695","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"2",,,,,
"File.Edit","f","","308","1693077342926","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"309","1693077342926","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","'","","309","1693077346033","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"310","1693077346033","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit"," ","","310","1693077349516","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"311","1693077349516","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","%","","311","1693077349998","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","%",,"312","1693077349998","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"%",,,,,
"File.Edit"," ","","312","1693077353100","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"313","1693077353100","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","p","","313","1693077354754","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"314","1693077354754","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","314","1693077354759","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","314","1693077354986","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","o","","314","1693077354987","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"315","1693077354990","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"X-Action","Backspace",,,"1693077355563","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","314","1693077355564","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","314","1693077355671","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"315","1693077355675","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","315","1693077355739","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"316","1693077355742","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"X-Action","Choose Lookup Item Replace",,,"1693077356063","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","Person","","316","1693077356068","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","]","","261","1693077373125","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","]",,"262","1693077373126","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"]",,,,,
"X-Action","Backspace",,,"1693077373860","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","]","261","1693077373860","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693077374019","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","5","260","1693077374019","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","260","1693077374521","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"261","1693077374521","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","","n","260","1693077374524","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","5","","260","1693077374525","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","5","260","1693077374524","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n ","","260","1693077374525","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","261","1693077374697","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","u","","261","1693077374698","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"262","1693077374700","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","m","","262","1693077374865","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"263","1693077374868","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit","P","","263","1693077375319","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","P",,"264","1693077375324","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"P",,,,,
"File.Edit","e","","264","1693077375601","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"265","1693077375601","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","o","","265","1693077375681","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"266","1693077375682","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","p","","266","1693077375755","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"267","1693077375756","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit","l","","267","1693077375902","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"268","1693077375902","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","e","","268","1693077376029","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"269","1693077376029","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"X-Action","Enter",,,"1693077377842","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
    ","","168","1693077377846","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","n","","173","1693077379669","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"174","1693077379670","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","","
    n","168","1693077379675","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","
    n ","","168","1693077379675","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","174","1693077379856","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","u","","174","1693077379857","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"175","1693077379859","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","m","","175","1693077380020","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"176","1693077380025","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit","p","","176","1693077380881","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"177","1693077380888","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"X-Action","Backspace",,,"1693077381260","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","176","1693077381262","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","P","","176","1693077381510","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","P",,"177","1693077381510","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"P",,,,,
"File.Edit"," ","","177","1693077381514","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","177","1693077381689","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","177","1693077381690","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"178","1693077381689","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","o","","178","1693077381761","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"179","1693077381761","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","p","","179","1693077381873","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"180","1693077381874","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit","l","","180","1693077382032","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"181","1693077382032","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","e","","181","1693077382233","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"182","1693077382233","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"X-Action","Right",,,"1693077385865","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"File.Edit","f","","274","1693077386319","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"275","1693077386319","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","","eople","177","1693077386322","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","177","1693077386323","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit"," ","","271","1693077386322","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","177","1693077386322","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","eople","","177","1693077386323","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","275","1693077386396","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","l","","275","1693077386397","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"276","1693077386399","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","o","","276","1693077386561","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"277","1693077386564","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","a","","277","1693077386620","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"278","1693077386623","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","278","1693077386778","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"279","1693077386781","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","(","","279","1693077387311","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"280","1693077387311","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"X-Action","Right",,,"1693077387636","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693077387806","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693077388050","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693077388173","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693077388277","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693077388404","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693077388490","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693077388727","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693077389103","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"File.Edit",")","","290","1693077389810","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"290","1693077389810","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,")",,,,,
"File.Edit"," ","","182","1693077392333","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"183","1693077392333","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","183","1693077392500","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"184","1693077392500","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","184","1693077392613","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"185","1693077392613","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","i","","185","1693077393299","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"186","1693077393299","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit"," ","","186","1693077393302","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","186","1693077393454","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
